"Doctorate :","Employment Type",Experience,"Functional Area","Industry Type","Job Description",Location,"PG :",Role,"Role Category",Skills,"UG :"
"Ph.D/Doctorate in Electronics/Telecommunication, Computers","Full Time, Permanent","8 - 12 years","Data Science & Analytics","Software Product","Job description
mail
Job Description:
We are seeking an experienced Machine Learning Engineer with experience in NLP and computer visionto join our dynamic team and play a pivotal role in the development and success of our Automotive Benchmarking Platform.We are at the forefront of innovation, leveraging natural language processing (NLP), Generative AI and computer vision techniques to drive breakthroughs the Automotive industry.

Responsibilities:
Develop and deploy state-of-the-art machine learning models and algorithms for NLP, Generative AI and computer vision applications.
Conduct research and stay up-to-date with the latest advancements in NLP and computer vision to ensure our solutions are cutting-edge.
Collaborate with cross-functional teams including AI Research Tech Leads , software engineer(s), and product manager to understand business requirements and translate them into technical solutions.
Design and implement NLP models and techniques for text generation, information retrieval, sentiment analysis, named entity recognition, topic modeling, and machine translation.
Develop computer vision algorithms for tasks such as image classification, object detection, image segmentation, and visual recognition.
Perform data preprocessing, feature engineering, and model evaluation to ensure high-quality and accurate results.
Collaborate with data engineers (vendors) to build scalable and efficient data pipelines for training and testing.
Explore and implement advanced techniques in data augmentation, regularization, and model compression to improve performance and efficiency.
Deploy and maintain machine learning models in cloud platforms such as AWS ensuring scalability and reliability.
Conduct regular performance evaluations, identify bottlenecks, and implement optimization strategies to enhance model efficiency and accuracy.

Preferred Qualifications:
Bachelor's, Master's, or Ph.D. degree in Computer Science, Electrical Engineering, or a related field.
Strong background in machine learning, with expertise in NLP and computer vision.
Proficiency in programming languages such as Python, Java, or C++.
Experience: Minimum 8+ years of experience as a Machine Learning Engineer, with significant exposure to NLP and computer vision projects. Proven track record of developing and deploying successful machine learning models.
Strong knowledge of machine learning frameworks and libraries, including TensorFlow, Keras, PyTorch, and scikit-learn.
Solid understanding of NLP techniques, including word embeddings, named entity recognition, sentiment analysis, and machine translation.
Extensive experience with computer vision algorithms and frameworks, including image classification, object detection, image segmentation, and deep learning models like CNNs and GANs.
Familiarity with data preprocessing, feature engineering, and model evaluation techniques.
Experience with cloud platforms such as AWS/Azure for deploying and managing machine learning models.
Analytical mindset: Strong problem-solving skills, with the ability to analyze complex data and derive actionable insights. A solid understanding of statistical analysis and data visualization techniques.
Communication and collaboration: Excellent verbal and written communication skills. Proven ability to collaborate effectively with cross-functional teams, explain complex concepts to non-technical stakeholders, and contribute to a positive team environment.


Salary Range : Upto GBP 60,000 per annum based on Experience(Non Negotiable)
Work Visa can be sponsored to the suitable candidate
Email : people@agile-dna.com

Role: Data Science & Machine Learning - Other
Industry Type: Software Product
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Machine Learning
Education
UG: B.Tech/B.E. in Electronics/Telecommunication, Computers
PG: MS/M.Sc(Science) in Computers
Doctorate: Ph.D/Doctorate in Electronics/Telecommunication, Computers
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
AzureGenerative AINatural Language ProcessingComputer VisionMachine Learning
TensorflowPytorchJavaC++AWSPython",All,"MS/M.Sc(Science) in Computers","Data Science & Machine Learning - Other","Data Science & Machine Learning","Azure, Generative AI, Natural Language Processing, Computer Vision, Machine Learning, Tensorflow, Pytorch, Java, C++, AWS, Python, ","B.Tech/B.E. in Electronics/Telecommunication, Computers"
,"Full Time, Permanent","7 - 12 years","Data Science & Analytics","IT Services & Consulting","Job description
AI/ML SOFTWARE DEVELOPMENT ENGINEERING:
THE ROLE:
AMD is looking for an influential software engineering manager to lead a team of talented software engineers working on enablement of AI acceleration at scale. You will be managing a team developing ML tools and methodologies to optimize and realize full system performance for AI workloads on Ryzen AI SoC. Working on the latest AI models addressing vision, language, and generative models, collaborating with the leading engineers in AMDs CPU, GPU, and Adaptable Compute team
KEY RESPONSIBILITIES:
Lead, mentor and manage a team of talented software engineers developing AMD's Machine Learning products, compilers, and runtime.
Assist the team in solving complex technical challenges
Stay informed of software and hardware trends and innovations, especially pertaining to ML algorithms and architectures.
Review and contribute to technical architecture and design decisions.
Foster a collaborative and innovative team culture
Provide guidance and support for team members in their professional development.
Oversee the planning, execution and delivery of projects
Define project goals, scope and deliverables.
Monitor progress an ensure projects are completed within time and with high quality
Work with AMD’s architecture specialists to improve future products.

PREFERRED EXPERIENCE:
At least 4 years of experience in managing a team of 8+ engineers.
Strong object-oriented programming background, C/C++ preferred with 6+ years of industry experience.
Knowledge of AI frameworks like PyTorch, TensorFlow, ONNXRuntime, TVM, MLIR
Familiarity with implementation of key ML operations like GEMM, CONV.
Understanding the performance implications on AI acceleration of different compute, memory, and communication configurations and hardware and software implementation choices.
Experience with software development processes and tools such as debuggers, source code control systems (GitHub) and profilers.
Effective communication and problem-solving skills

ACADEMIC CREDENTIALS:
Bachelor’s or Master's degree in Computer Science, Computer Engineering, Electrical Engineering, or equivalent

Role: Machine Learning Engineer
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Machine Learning
Education
UG: B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
PytorchTensorflowMachine LearningDeep LearningCompilers",All,nan,"Machine Learning Engineer","Data Science & Machine Learning","Pytorch, Tensorflow, Machine Learning, Deep Learning, Compilers, ","B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","10 - 17 years","Engineering - Software & QA","Software Product","Job description
Machine Learning Engineer Mandatory skills:

Soft Skills
Self Starter
Communication ( Able to talk to US stakeholders directly )
Work with Urgency
Resourcefulness
Ownership
Dealing with ambiguity
Data-driven

Hard Skills ( More than 5 skills ):

Application Design and Design Patterns
Performance Engineering
Model Deployment and Evaluation
ML frameworks such a PyTorch and Tensorflow - not must
CI/CD , Docker
Event based processing, Microservices
ML Ops, Operational Excellence , Production Support
PySpark - not needed
NoSQL databases
Python, Java, GO, Scala, RustCloud ( AWS, GCP, Azure )
Airflow
Kafka/Kinesis
Github/Terraform
BuildKite, BackStage
Good to have : Feature Engineering
Good to have : Cloud and on-prem end to end processing

Role: Software Development - Other
Industry Type: Software Product
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
PG: M.Tech in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
TensorflowDockerGCPKafkaAWS
PytorchPythonKubernetesMl",All,"M.Tech in Any Specialization","Software Development - Other","Software Development","Tensorflow, Docker, GCP, Kafka, AWS, Pytorch, Python, Kubernetes, Ml, ","B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","6 - 11 years","Engineering - Software & QA","Software Product","Job description
Machine Learning Engineer Mandatory skills:

Soft Skills
Self Starter
Communication ( Able to talk to US stakeholders directly )
Work with Urgency
Resourcefulness
Ownership
Dealing with ambiguity
Data-driven

Hard Skills ( More than 5 skills ):

Application Design and Design Patterns
Performance Engineering
Model Deployment and Evaluation
ML frameworks such a PyTorch and Tensorflow - not must
CI/CD , Docker
Event based processing, Microservices
ML Ops, Operational Excellence , Production Support
PySpark - not needed
NoSQL databases
Python, Java, GO, Scala, RustCloud ( AWS, GCP, Azure )
Airflow
Kafka/Kinesis
Github/Terraform
BuildKite, BackStage
Good to have : Feature Engineering
Good to have : Cloud and on-prem end to end processing

Role: Software Development - Other
Industry Type: Software Product
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
PG: M.Tech in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
PytorchDockerKafkaMlPython
TensorflowGCPAWSKubernetes",All,"M.Tech in Any Specialization","Software Development - Other","Software Development","Pytorch, Docker, Kafka, Ml, Python, Tensorflow, GCP, AWS, Kubernetes, ","B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","0 years","Data Science & Analytics","IT Services & Consulting","Job description
Job description
Learning in Computer Vision for the Engineering Development activity.
Experience with at least one major deep learning framework - PyTorch, Tensorflow, Keras.
Hands on working in Linux (Ubuntu).

Key Technical Skills Required:

Decent understanding and experience with Deep Learning, in particular with design, training, evaluation and optimization of convolution neural net (CNN) architectures in the context of object recognition, classification and segmentation
Training and Validating DNN models.

Who Can Apply:
BE/BTech with hands-on in the field of Computer Vision, Image Processing, Machine Learning, Deep Learning, Data Science or related field
Candidates with hands-on experience in Computer Vision and Deep Learning
Role: Computer Vision
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Machine Learning
Education
UG: B.Tech/B.E. in Computers
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Artificial Intelligence
TensorflowPytorchNatural Language ProcessingKeras",All,nan,"Computer Vision","Data Science & Machine Learning","Artificial Intelligence, Tensorflow, Pytorch, Natural Language Processing, Keras, ","B.Tech/B.E. in Computers"
,"Full Time, Permanent","0 - 1 years","Data Science & Analytics","IT Services & Consulting","Job description

Learning in Computer Vision for the Engineering Development activity.
Minimum 6 months of experience in Python.
Experience with at least one major deep learning framework - PyTorch, Tensorflow, Keras.
Hands on working in Linux (Ubuntu).

Key Technical Skills Required:

Decent understanding and experience with Deep Learning, in particular with design, training, evaluation and optimization of convolution neural net (CNN) architectures in the context of object recognition, classification and segmentation
Training and Validating DNN models.

Who Can Apply:

BE/BTech with hands-on in the field of Computer Vision, Image Processing, Machine Learning, Deep Learning, Data Science or related field
Candidates with hands-on experience in Computer Vision and Deep Learning

Role: Computer Vision
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Machine Learning
Education
UG: B.Tech/B.E. in Computers
PG: MCA in Any Specialization, M.Tech in Computers
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
LinuxArtificial Intelligence
Data ScienceTensorflowPytorchKerasMachine Learning",All,"MCA in Any Specialization, M.Tech in Computers","Computer Vision","Data Science & Machine Learning","Linux, Artificial Intelligence, Data Science, Tensorflow, Pytorch, Keras, Machine Learning, ","B.Tech/B.E. in Computers"
,"Full Time, Permanent","6 - 9 years","Data Science & Analytics","IT Services & Consulting","Job description
AWS / GCP Sr Machine Learning Engineer
Key Job Responsibilities:
As a Senior ML Engineer you will: Lead development of services and infrastructure at the intersection of machine learning, big data, and distributed systems.
Our products and services empower hundreds of science teams across Amazon to deliver machine learning at scale for ML model training, Feature engineering and Data quality monitoring.
You will be at the center stage for managing machine learning lifecycle and operations using AWS/GCP AI services, DL compute resources, and our core search backend services for query understanding, semantic matching, and relevance ranking.
You will build scalable data-intensive infrastructure that processes huge amounts of logs, catalogs, transactional data, and telemetry signals.
By doing so, we enable teams to become more data-driven and build robust and explainable ML services.
Hands on experience on Numpy, Pandas, NLTK, TensorFlow, PyTorch and Keras. Caffe Supervised Machine Learning Algorithms,Deep Learning Models (CNN, RNN, LSTM, BERT, NLU and YOLO) Cloud Platforms (AWS/GCP) - Sagemaker or Vertex AI Experience in Data Wrangling and PySpark(Good to have knowledge over EMR and Glue) Excellent skills developing in Python as well as significant experience working in Linux environments. Experience with containerizing applications using Docker Experience in SQL and at least one NoSQL data store Elasticsearch, MongoDB, Cassandra and HBase Experience in handling branch based deployments. Knowledge over MLFlow and Kubeflow. Optimization of Multiple GPUs. Research, develop, and implement state-of-the-art techniques in the field of Large
Language Models (LLM) and Generative AI.
Collaborate with cross-functional teams to design and execute projects that leverage LLMs for various applications, such as text generation, summarization, translation, and more.
Stay up-to-date with the latest advancements in AI, machine learning, and generative models, and apply this knowledge to enhance existing models and methodologies.
Analyze and fine-tune model performance through experimentation, iteration, and data-driven insights.
Provide technical leadership and mentorship to junior team members, fostering a culture of innovation and continuous learning.
Contribute to research publications, whitepapers, and presentations to showcase the organization's expertise in the field.
Collaborate with product teams to integrate AI solutions into real-world applications and platforms.
Design and Develop
Lead the design, get your hands dirty and write code, and ultimately deploy big data and machine learning services. These services define the foundation of our search R&D processes, supporting science, product development and production of the worlds largest product search engine.
Possess expert knowledge in performance, large scale distributed system scalability, system architecture, and engineering best practices.
Workable knowledge of AI and ML best practices for model building, automation and neural network enrichment iterative learning Operational Excellence.
Obsess over operational excellence, evaluate system performance, security, design system metrics and driving quality improvement, Obsess over customer needs and satisfaction.
Team Responsibilities:
Clear communication with product managers and other engineers regarding project timelines, delays, advancements, and progression.
Mentor other engineers, defining our challenging technical culture, and helping to build a team with black box problem-solving skill Strong time management skills.
Job Qualifications:
Masters or Bachelor’s degree in Computer Science/IT, software engineering or data science, is recommended.
Master’s degree in Artificial Intelligence a plus.
Cloud(GCP/AWS), PyTorch,Tensorflow Python, R, or OpenAI/Gen AI is a plus.
5 years of experience with software development in one or more programming languages, and with data structures/algorithms.
3 years of experience testing, maintaining or launching software products, and 1 year of experience with software design and architecture.
4 years of experience with ML/AI algorithms and tools, deep learning or natural language processing.
1-2 year of experience in a technical leadership role.
Experience developing accessible technologies.
1 year of experience in a technical leadership role.


Role: Machine Learning Engineer
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Machine Learning
Education
UG: B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Cloud PlatformPython
TensorflowGCPAWSTorch",All,nan,"Machine Learning Engineer","Data Science & Machine Learning","Cloud Platform, Python, Tensorflow, GCP, AWS, Torch, ","B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","1 - 4 years","IT & Information Security","IT Services & Consulting","Job description
Solid problem-solving skills with Python or C++
Experience working with open source object detection (Mobilenet SSD, EfficientDet)classification models
Proficient in at least one of tensorflow and pytorch
Role: IT & Information Security - Other
Industry Type: IT Services & Consulting
Department: IT & Information Security
Employment Type: Full Time, Permanent
Role Category: IT & Information Security - Other
Education
UG: Graduation Not Required
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
PytorchPython
TensorflowImage ProcessingC+++TensorRT",All,nan,"IT & Information Security - Other","IT & Information Security - Other","Pytorch, Python, Tensorflow, Image Processing, C+++, TensorRT, ","Graduation Not Required"
,"Full Time, Permanent","5 - 8 years","Data Science & Analytics","IT Services & Consulting","Job description
Job Title: Machine Learning Engineer
Shift Timings: 11 AM 8 PM/ 12 PM – 9 PM
Location: Bangalore/Baroda – 100% Onsite

Job Description
5+ years overall IT industry experience
Minimum of 5 years of experience on data science domain covering Artificial Intelligence (including deep learning algorithms), Machine Learning and/or NLP
Strong programing/coding experience in scripting languages such as Python, Scala etc. Python is required.
Experience in deploying, debugging and optimizing ML models to handle & scale to big data.
Good knowledge of algorithms & data structures, especially for handling large-scale data. Expertise in visualizing and manipulating big datasets for building enterprise grade models
Good understanding of commonly used ML algorithm, like linear regression, logistic regression, random forest, svm etc. Experience working with Generative AI
Experience working in ML frameworks such as TensorFlow, PyTorch, etc.
Experience working with Generative AI using ChatGPT and/or other models, deployment using flask and Integration using APIs.
Good understanding of model development, model validation techniques/metrics and model deployment
Experience/exposure to designing APIs for AI/ML models and associated deployment methodologies.
Experience with AI/ML tooling (Numpy, Keras, Scikit-learn, TensorFlow, MLlib, NLTK etc.) and various standard libraries.
Strong communication and data presentation skills
Good SQL skills with knowledge and experience in working with any of the RDBMS databases.
Familiar with agile development and lean principles.
Exposure to service oriented architecture and microservices

Required
Bachelors/Masters/Ph.D. in Computer Science, Information Systems, Data Science or equivalent
Role: Machine Learning Engineer
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Machine Learning
Education
UG: B.Sc in Computers, B.Tech/B.E. in Computers
PG: MS/M.Sc(Science) in Computers
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Big DataMachine LearningNumpyNLPPython
TensorflowArtificial IntelligenceRandom ForestSQLNltkData ScienceKerasData Structures And Algorithms",All,"MS/M.Sc(Science) in Computers","Machine Learning Engineer","Data Science & Machine Learning","Big Data, Machine Learning, Numpy, NLP, Python, Tensorflow, Artificial Intelligence, Random Forest, SQL, Nltk, Data Science, Keras, Data Structures And Algorithms, ","B.Sc in Computers, B.Tech/B.E. in Computers"
,"Full Time, Permanent","6 - 11 years","Data Science & Analytics","IT Services & Consulting","Job description
Design and develop capabilities related to Virtual Assistants, search and recommendation engines for investment domain as well as enterprise solutions with LLMs
Develop AI based solution to Automate data extraction and processing of financial data

Required Candidate profile
4+ years of experience in Open AI, LLM, ChatGPT, Python, Tensorflow.
Experience with Decision Tree, Random Forest classification and NLP based Tokenization,
Experience with Azure or AWS is must
Role: Data Science & Analytics - Other
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Analytics - Other
Education
UG: B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
generative AILLMopenAIAzure Cognitive ServicesPython
TensorflowC#Natural Language ProcessingChatbotLarge language modelGPTDeep LearningData ScienceOpencvAzure FunctionsAWS TextractAws Sagemaker.NETKeraschatgptNet Core Framework",All,nan,"Data Science & Analytics - Other","Data Science & Analytics - Other","generative AI, LLM, openAI, Azure Cognitive Services, Python, Tensorflow, C#, Natural Language Processing, Chatbot, Large language model, GPT, Deep Learning, Data Science, Opencv, Azure Functions, AWS Textract, Aws Sagemaker, .NET, Keras, chatgpt, Net Core Framework, ","B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","2 - 5 years","Data Science & Analytics","IT Services & Consulting","Job description
This is not just a job; it's an opportunity to be at the forefront of AI's evolution. Are you up for the challenge?


HBR is scaling! We are looking for a AI/ML Engineer who can hit the ground running and work on a lot of fun and challenging projects related to Document Understanding, Question Answering, Search, and Recommendations in addition to helping us build an end-to-end platform for scaling ML experiments, ML microservices deployment, and configuration management of ML models.

Youll be a part of the Machine Learning Product Engineering team at HBR and collaborate cross-functionally to ship ML products that personalize learning experiences for students and help our customers create unique test content. The scalable ML solutions you build will enable our product designers to bring intelligent data products to the HBR's platform.


HBR's AI/ML Engineer will be high impact role that provides mentorship for team members, drives execution on key projects, and participates in the continuous improvement of our software systems. We expect you to thrive in a fast-paced, high-growth environment, and adapt to ever-changing business needs. You can view these videos to learn more about our engineering culture, and our company mission.


Here are some ways youll make an impact:


Be a self motivated, bold thinker, innovator and builder of scalable end-to-end ML systems and embrace full stack data science.

Build prototypes/web apps to rapidly experiment on various versions of Generative AI models, Traditional ML algorithms and DNN architectures for optimized content delivery and recommendations to our customers.

Architect, create, and maintain a scalable platform for training, deploying, and monitoring ML models, microservices, and APIs in modern containerized cloud environments.

Automate various steps in ML workflow, from model training, inference, and deployment.

Partner with other ML engineers, data scientists/engineers, and product engineering teams to understand business needs, find the right solution to a problem, and ship products.


Are you our ML Platform Engineer?


You have 2-5 years of industry experience in Applied Machine Learning, with a focus on building solutions for Natural Language Processing or Search & Recommendation systems.


You have 1+ years of experience writing Python code in production.

You have a good grasp of the fundamentals of Generative AI models.

Demonstrated knowledge of SQL/NoSQL databases, RESTful APIs, and docker-containerized microservice-based architectures

Experience with the AWS ecosystem including ML frameworks like Athena, S3, EMR Spark, Sagemaker, Tensorflow, and Pytorch.

Experience with Docker, Kubernetes or similar orchestration and configuration management.


Benefits & Perks!

Equity/stock options
Annual performance bonus
Learning and Development Policy Reimbursement of Courses


Flexibility
Privilege Leave
Paid Leaves
Casual Leaves
Reset Days


Qualifications:


B.E. / B.Tech. / M.E. / M.Tech. / M.S degree/Any in Computer Science and Electronics or related field.


OUR STATEMENT:


HBR is on a mission to help students grad and under grad, confident and prepared. our platform will offers over global level assessment for all jobseekers and professionals..

Role: Data Science & Machine Learning - Other
Industry Type: IT Services & Consulting
Department: Data Science & Analytics
Employment Type: Full Time, Permanent
Role Category: Data Science & Machine Learning
Education
UG: Graduation Not Required
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Artificial IntelligenceComputer VisionMl AlgorithmsMachine LearningDeep Learning
PytorchTensorflowOpencvNatural Language Processing",All,nan,"Data Science & Machine Learning - Other","Data Science & Machine Learning","Artificial Intelligence, Computer Vision, Ml Algorithms, Machine Learning, Deep Learning, Pytorch, Tensorflow, Opencv, Natural Language Processing, ","Graduation Not Required"
,"Full Time, Permanent","2 - 6 years","Engineering - Software & QA","IT Services & Consulting","Job description
Job Title: Join MultiTV as an AI Engineer: Transforming Financial Services through AI Innovation.


Position Overview: Bynd at MultiTV is pioneering AI-driven workflow automation for the financial services industry and seeking a resourceful and ambitious AI Engineer. This pivotal role focuses on developing and implementing AI-driven features and systems from scratch to modernize manual workflows in financial services, leveraging the latest advancements in AI and data engineering.


Key Responsibilities:

Innovate, design, and implement advanced machine learning models and algorithms, targeting processing challenges in diverse financial datasets, including structured and unstructured data.
Construct, optimize, and manage robust, scalable data pipelines, with a focus on efficient parsing and processing of varied financial data sources.
Develop and oversee APIs for seamless integration with external financial data providers, ensuring reliable data acquisition, integration, and storage.
Stay abreast of and apply the latest AI research and methodologies, keeping our solutions at the cutting edge of technology.
Collaborate with the product team, providing insights into practical applications and limitations of machine learning models.
Thrive in a dynamic, rapid development environment, demonstrating independence, technical proficiency, and adaptability.


Qualifications:

Bachelors or higher degree in Computer Science, Engineering, or a related field.
Minimum 3 years of experience in ML and deep learning, with a strong emphasis on NLP, Computer Vision, and related areas.
Proficiency in Python and AI libraries/frameworks (TensorFlow, PyTorch, Scikit-learn, Hugging Face).
Expertise in data engineering, including dynamic data pipelines and multi-modal data parsing and cleansing.
Strong skills in API development and management, particularly in financial data contexts.
Interest in Large Language Model capabilities and techniques, particularly RAG and extracting information from unstructured data.
Proven track record of deploying AI models in production environments.
Knowledge of cloud platforms (AWS, Google Cloud, Azure) for data storage, serverless functions, and data pipeline services.
Quick learner, capable of translating academic AI research into practical, product-oriented solutions.
Exceptional communication skills, adept at converting complex business processes into engineering solutions.
Highly motivated self-starter, ready to lead and iterate rapidly on high-impact projects.





Bonus Points:

Experience with RAG pipelines using the latest LLM technologies and architectures.
Experience with state-of-the-art AI models and libraries GPT3.5/4, Llama2, LlaVa, Langchain, LlamaIndex, etc.
Background in a startup or fast-paced product-focused environment.
Prior experience or understanding of the finance or private equity sector.


What We Offer:

Industry standard pay and benefits
Opportunity to be at the forefront of AI-driven innovation in financial services.
A dynamic and supportive environment where your work directly shapes the future of finance.
A culture that values creativity, ambition, and collaborative success.




Role: Data Engineer
Industry Type: IT Services & Consulting
Department: Engineering - Software & QA
Employment Type: Full Time, Permanent
Role Category: Software Development
Education
UG: B.Tech/B.E. in Any Specialization
PG: M.Tech in Any Specialization
Key Skills
Skills highlighted with ‘‘ are preferred keyskills
Artificial IntelligenceAPI
TensorflowCnnLstmApi IntegrationAIMachine LearningDeep LearningScikit-LearnPytorchRnnNLPAlgorithmsOpencvImage ProcessingModelComputer VisionMlPython",All,"M.Tech in Any Specialization","Data Engineer","Software Development","Artificial Intelligence, API, Tensorflow, Cnn, Lstm, Api Integration, AI, Machine Learning, Deep Learning, Scikit-Learn, Pytorch, Rnn, NLP, Algorithms, Opencv, Image Processing, Model, Computer Vision, Ml, Python, ","B.Tech/B.E. in Any Specialization"
,"Full Time, Permanent","3 - 7 years",Consulting,"IT Services & Consulting","Job description
3+ Years years of industry experience
Cross process area experience in Product Costing, FSCM, FICA, PSCD and FSCD
Domain experience is required for Senior Consultant but is good to have for Consultant

GL - New GL with Segment Reporting
Accounts Receivable / FSCM
Accounts Payable / Banking
Cost Center Accounting, Cost Element Accounting Internal Orders
Project Systems
Investment Management
Asset Accounting
Accounting background is a must
Additional Involvement:
Conduct As-Is and To-Be business process workshops while working on implementation project
Map Business Processes to SAP
Configure SAP to reflect the business requirements.
Write Functional Specification / Configuration documents.
Exhibit effective communication while working with cross-functional and technical teams
  Role: Financial Consultant
Industry Type: IT Services & Consulting
Department: Consulting
Employment Type: Full Time, Permanent
Role Category: Other Consulting
Education
UG: Any Graduate
PG: Any Postgraduate
Key Skills
Business processCost center accountingSAPAsset accountingFSCMBankingInvestment managementAccounts receivableProduct costing",All,"Any Postgraduate","Financial Consultant","Other Consulting","Business process, Cost center accounting, SAP, Asset accounting, FSCM, Banking, Investment management, Accounts receivable, Product costing, ","Any Graduate"
